event_id,date,date_end,place_id,event_type,headline,fact_text,quote,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,contacts,source_id,source_type,confidence,data_status,display_priority,display_tier,map_layer,timeline_group,update_status,notes,counts_policy
ev_20260719_inrb_umie_update,2026-07-19,,drc_total,situation_update,"2 423 confirmés, 967 décès : le millier de morts confirmés en vue","À trente-trois décès confirmés du seuil du millier, le bilan national s'établit à 2 423 cas avérés et 967 décès confirmés au 19 juillet. La dynamique de la flambée reste soutenue depuis six semaines, sans inflexion durable visible dans la courbe nationale. L'extension géographique continue, avec l'Ituri comme cœur de la transmission et un arc secondaire au Nord-Kivu qui s'étend progressivement vers Musienene et Oicha.",,2423,252,967,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 19 juillet; deces suspects non communiques (ND).,
ev_20260720_inrb_umie_update,2026-07-20,,drc_total,situation_update,"2 473 confirmés, 999 décès confirmés : à une unité du millier de morts avérés","Le 20 juillet, la barre des 1 000 décès confirmés est à portée : 999 morts avérés pour 2 473 cas confirmés. Nizi, en Ituri, concentre 223 cas cumulés — un foyer qui a plus que triplé depuis fin juin, révélant la vitesse de progression dans une zone de transit entre les deux épicentres principaux. Le Nord-Kivu compte 108 cas à Katwa et 61 à Butembo. Les suspects remontent à 322, mais les décès suspects restent non communiqués.",,2473,322,999,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 20 juillet; deces suspects non communiques (ND).,
ev_20260720_katwa_geo,2026-07-20,,katwa,situation_update,"Katwa : 108 cas confirmés, le foyer le plus actif du Nord-Kivu","Au 20 juillet, Katwa cumule 108 cas confirmés : c'est la première zone du Nord-Kivu prise individuellement, devant Butembo (61) et Beni (37). Cette commune de la périphérie de Butembo, déjà éprouvée par l'épidémie de 2018-2020, concentre une transmission qui s'entretient dans des quartiers denses. La zone de Nizi, en Ituri, atteint de son côté 223 cas cumulés, confirmant son rôle de foyer intermédiaire entre les épicentres de Bunia et de Mongbwalu.",,108,,,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,Ventilation par zone de sante INRB-UMIE au 20 juillet; Katwa 108 cas confirmes; premier foyer du Nord-Kivu; ancre Katwa pour la carte.,
ev_20260722_inrb_umie_update,2026-07-22,,drc_total,situation_update,"2 905 confirmés, 1 269 décès : un bond de 432 cas en deux jours et le millier de morts dépassé","Le 21 juillet n'ayant pas été publié, le relevé du 22 affiche une hausse de 432 cas confirmés et 270 décès supplémentaires en deux jours — le plus grand saut sur deux jours depuis le début de la flambée. Ce bond reflète en partie un rattrapage de données. Le bilan dépasse désormais le millier de morts confirmés. En Ituri, Nizi franchit les 300 cas et Mangala progresse fortement. Au Nord-Kivu, Katwa continue d'augmenter.",,2905,318,1269,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,21 juillet non publie (cadence SitRep); CAP 1000 DECES confirmes; baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
ev_20260723_inrb_umie_update,2026-07-23,,drc_total,situation_update,"2 973 confirmés, 1 309 décès au 23 juillet : la flambée au-delà du premier millier de morts","Au 23 juillet, avec 2 973 cas confirmés et 1 309 décès avérés, la progression reste rapide. L'extension géographique continue vers l'ouest : Wamba et Pawa, dans le Haut-Uélé, ainsi que des zones de la Tshopo, accumulent leurs premiers cas consolidés, tandis que les foyers d'Ituri — Nizi (315 cas cumulés), Lita, Mangala — s'approfondissent. Les suspects reculent légèrement à 315, dans un reclassement en milieu de semaine.",,2973,315,1309,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 23 juillet; baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
ev_20260725_inrb_umie_update,2026-07-25,,drc_total,situation_update,3 200 confirmés : le cap des 3 000 cas est franchi,"Le 25 juillet, la flambée franchit le seuil des 3 000 cas confirmés, avec un bilan de 3 200 cas avérés et 1 405 décès confirmés. Le 24 juillet n'a pas été publié par la source. En Ituri, la zone de Nizi atteint 340 cas — le quatrième foyer de la province — et Lita progresse vers les 100. Au Nord-Kivu, Katwa s'approche des 130 cas cumulés. La flambée couvre désormais plus de 40 zones de santé dans au moins quatre provinces.",,3200,340,1405,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,24 juillet non publie (cadence SitRep); CAP 3000 cas confirmes; deces suspects non communiques (ND).,
ev_20260726_inrb_umie_update,2026-07-26,,drc_total,situation_update,"3 262 confirmés, 1 437 décès au 26 juillet : plus de 60 nouveaux cas confirmés par jour","Au 26 juillet, avec 3 262 cas confirmés et 1 437 décès avérés, la flambée maintient un rythme d'environ 60 à 70 nouveaux cas confirmés par jour. Ce rythme soutenu tient à la persistance de foyers actifs dans plusieurs zones d'Ituri simultanément — Bunia, Rwampara, Mongbwalu, Nizi — tout en alimentant les relais du Nord-Kivu. Les suspects reculent à 326, dans un mouvement de reclassement régulier.",,3262,326,1437,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 26 juillet; baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
ev_20260727_inrb_umie_update,2026-07-27,,drc_total,situation_update,3 360 confirmés : l'Ituri concentre plus de 2 900 cas dans ses principales zones,"Au 27 juillet, le bilan progresse à 3 360 cas confirmés et 1 487 décès avérés. La ventilation par zone de santé révèle la densité du foyer iturien : Bunia (801 cas cumulés), Rwampara (585) et Mongbwalu (528) concentrent à eux trois près de 1 900 cas. Nizi (360 cas), Lita (121) et Mangala (100) complètent le tableau en Ituri. En Nord-Kivu, Katwa approche les 150 cas et Butembo les 75.",,3360,321,1487,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 27 juillet; baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
ev_20260727_mongbwalu_geo,2026-07-27,,mongbwalu,situation_update,"Nizi (360 cas), Lita et Mangala : trois zones secondaires en forte hausse en Ituri","Au 27 juillet, trois zones de santé d'Ituri qui ne figuraient pas parmi les épicentres initiaux montrent des bilans qui les placent désormais parmi les foyers les plus actifs de la province : Nizi cumule 360 cas confirmés, Lita 121 et Mangala 100. Ces zones, situées sur les axes entre Bunia et Mongbwalu ou aux marges de la forêt iturien, progressent dans des espaces semi-ruraux difficiles à surveiller, où le suivi des contacts reste lacunaire.",,528,,,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,"Ventilation par zone de sante INRB-UMIE au 27 juillet; Nizi 360, Lita 121, Mangala 100 cas confirmes; ancre Mongbwalu comme epicentre voisin de ces zones.",
ev_20260730_inrb_umie_update,2026-07-30,,drc_total,situation_update,3 605 confirmés au 30 juillet : cap des 1 500 morts confirmés dépassé,"Les 28 et 29 juillet n'ayant pas été publiés, le relevé du 30 résume trois jours : 3 605 cas confirmés et 1 587 décès avérés, dépassant la barre des 1 500 morts confirmés. Ce palier est atteint en l'espace d'un mois depuis les 438 décès de fin juin. Les zones rurales d'Ituri et les pôles urbains du Nord-Kivu restent les moteurs de cette progression, sans signe de ralentissement dans les données disponibles.",,3605,374,1587,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,28-29 juillet non publies (cadence SitRep); CAP 1500 DECES confirmes; deces suspects non communiques (ND).,
ev_20260731_inrb_umie_update,2026-07-31,,drc_total,situation_update,"Bilan de juillet : 3 674 confirmés, 1 621 décès — une montée en charge sans répit","Au terme de juillet, l'épidémie a ajouté plus de 2 200 cas confirmés en un mois — contre environ 1 100 en juin — et 1 183 décès supplémentaires. Cette accélération marque l'entrée dans une phase d'intensification, au moment où les foyers secondaires du Nord-Kivu (Katwa, Butembo) et les nouvelles zones d'Ituri (Nizi, Lita, Mangala) prennent de l'ampleur sans que les épicentres historiques ne montrent de signe de tassement.",,3674,321,1621,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,FIN JUILLET; baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
ev_20260801_inrb_umie_update,2026-08-01,,drc_total,situation_update,3 748 confirmés au 1er août : la flambée aborde le quatrième mois sous haute tension,"L'épidémie entre dans son quatrième mois actif avec 3 748 cas confirmés et 1 657 décès avérés. Les suspects chutent à 227, après les 321 du 31 juillet — nouvelle correction périodique sans incidence sur la tendance de fond. L'Ituri maintient ses foyers à un haut niveau d'activité pendant que le Nord-Kivu approfondit les siens, notamment à Katwa et Butembo qui franchissent progressivement de nouveaux paliers.",,3748,227,1657,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,DEBUT AOUT; baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
ev_20260802_inrb_umie_update,2026-08-02,,drc_total,situation_update,"3 802 confirmés, 1 707 décès au 2 août : le Nord-Kivu continue de s'installer","Avec 3 802 cas confirmés et 1 707 décès avérés au 2 août, la flambée reste sur une pente ascendante régulière. Les suspects remontent à 275. La zone de Katwa, en Nord-Kivu, cumule environ 200 cas confirmés — soit plus que de nombreuses zones d'Ituri ayant ouvert leur série plusieurs semaines plus tôt. Cette montée en puissance illustre comment les foyers secondaires peuvent s'installer durablement lorsque la transmission n'est pas interrompue rapidement.",,3802,275,1707,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 2 août; deces suspects non communiques (ND).,
ev_20260803_inrb_umie_update,2026-08-03,,drc_total,situation_update,"3 874 confirmés, 1 751 décès au 3 août : Isiro et le Haut-Uélé entrent dans le bilan","Au 3 août, le bilan monte à 3 874 cas confirmés et 1 751 décès avérés. Isiro, chef-lieu du Haut-Uélé, figure désormais dans la ventilation avec une vingtaine de cas confirmés — une ville importante à environ 322 kilomètres à vol d'oiseau de Bunia. Cette extension vers le nord-ouest du pays rappelle que les axes routiers et fluviaux du Grand-Est congolais forment un réseau de diffusion dont la géographie reste difficile à contenir.",,3874,301,1751,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 3 août; deces suspects non communiques (ND).,
ev_20260804_inrb_umie_update,2026-08-04,,drc_total,situation_update,"3 973 confirmés, 1 801 décès au 4 août : les 4 000 cas à portée","À vingt-sept cas des 4 000 confirmés, le bilan national s'établit au 4 août à 3 973 cas avérés et 1 801 décès confirmés. En Ituri, Rwampara atteint 692 cas cumulés, Bunia 950 et Mongbwalu 558. Le Nord-Kivu consolide ses foyers — Katwa franchit 200 cas confirmés, Butembo approche les 100. Dans le Haut-Uélé, Isiro (25 cas) et Wamba (16) confirment une extension active à des centaines de kilomètres de l'épicentre.",,3973,270,1801,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 4 août; baisse suspects liee a revision/reclassement; deces suspects non communiques (ND).,
ev_20260804_katwa_geo,2026-08-04,,katwa,situation_update,Katwa atteint 200 cas : le Nord-Kivu devient un deuxième front de l'épidémie,"La zone de Katwa atteint 200 cas confirmés cumulés au 4 août. Avec Butembo (92 cas) et Beni (64), le Nord-Kivu représente désormais plus de 350 cas — un front méridional constitué progressivement depuis la mi-juin qui exige ses propres capacités de riposte. Plus au nord-ouest, Isiro (25 cas) et Pawa (12) dans le Haut-Uélé confirment une extension vers des provinces encore peu touchées au début de la flambée.",,200,,,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,Ventilation par zone de sante INRB-UMIE au 4 aout; Katwa 200 cas confirmes; ancre Katwa pour la carte.,
ev_20260808_inrb_umie_update,2026-08-08,,drc_total,situation_update,"4 209 confirmés, 1 916 décès : le cap des 4 000 est franchi","Les 5, 6 et 7 août n'ayant pas été publiés, le relevé du 8 marque le franchissement des 4 000 cas confirmés : 4 209 avérés, 1 916 décès confirmés. Les cas suspects et décès suspects ne sont pas communiqués pour cette période. En quatre jours, l'épidémie a progressé de plus de 230 cas — un rythme de 60 à 70 cas par jour, proche de celui observé tout au long de juillet.",,4209,,1916,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,5-7 aout non publies (cadence SitRep); CAP 4000 cas confirmes; cas suspects et deces suspects non communiques (ND).,
ev_20260809_inrb_umie_update,2026-08-09,,drc_total,situation_update,"4 381 confirmés, 2 011 décès confirmés : le seuil des 2 000 morts avérés est franchi","Le 9 août, la flambée dépasse formellement la barre des 2 000 décès confirmés, avec 2 011 morts avérés et 4 381 cas confirmés. Ce palier, atteint moins de trois semaines après le millier de morts du 22 juillet, traduit la vitesse à laquelle l'épidémie s'intensifie dans les foyers actifs. Avec un taux de létalité confirmée proche de 46 %, la mortalité visible reste très élevée, même si elle n'inclut pas l'ensemble des décès suspects non encore reclassés.",,4381,,2011,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,CAP 2000 DECES confirmes; cas suspects et deces suspects non communiques (ND).,
ev_20260810_inrb_umie_update,2026-08-10,,drc_total,situation_update,"4 449 confirmés, 2 061 décès au 10 août : Nord-Kivu dépasse les 350 cas","Au 10 août, le bilan national atteint 4 449 cas confirmés et 2 061 décès avérés. La progression reste régulière, soutenue par des foyers actifs dans plusieurs provinces. En Nord-Kivu, Katwa et Butembo continuent d'accumuler des cas à un rythme qui dépasse celui de nombreuses zones d'Ituri ayant ouvert leur foyer plus tôt dans l'année.",,4449,,2061,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 10 août; ventilation par zone du 11 aout retiree du texte (event date du 10); cas suspects et deces suspects non communiques (ND).,
ev_20260811_butembo_geo,2026-08-11,,butembo,situation_update,"Butembo : 105 cas confirmés, une ville deux fois éprouvée par Ebola","Butembo dépasse les 100 cas confirmés au 11 août. La ville du Nord-Kivu, qui avait concentré l'essentiel de la transmission lors de la flambée d'Ebola Zaïre de 2018-2020, rouvre une page sombre de son histoire sanitaire. Katwa, sa commune périphérique, cumule déjà 249 cas. Dans le Haut-Uélé, Wamba (43 cas) et Isiro (33) confirment leur installation comme foyers secondaires à plusieurs centaines de kilomètres des premiers cas de mai.",,105,,,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,Ventilation par zone de sante INRB-UMIE au 11 aout; Butembo 105 cas confirmes; ancre Butembo pour la carte.,
ev_20260811_inrb_umie_update,2026-08-11,,drc_total,situation_update,"4 566 confirmés, 2 128 décès au 11 août : Butembo dépasse les 100 cas","Avec 4 566 cas confirmés et 2 128 décès avérés au 11 août, la flambée reste sur sa trajectoire ascendante. En Nord-Kivu, Butembo franchit les 100 cas confirmés cumulés — une ville déjà meurtrie par l'épidémie d'Ebola de 2018-2020. Katwa, dans la même province, atteint 249 cas. Dans le Haut-Uélé, Wamba monte à 43 cas confirmés et Isiro à 33, consolidant deux foyers à plusieurs centaines de kilomètres de l'épicentre iturien.",,4566,,2128,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 11 août; cas suspects et deces suspects non communiques (ND).,
ev_20260815_inrb_umie_update,2026-08-15,,drc_total,situation_update,4 945 confirmés au 15 août : les 5 000 cas en vue,"Les 12, 13 et 14 août n'ayant pas été publiés, le relevé du 15 couvre quatre jours : 4 945 cas confirmés et 2 325 décès avérés. La flambée est à cinquante-cinq cas du seuil des 5 000 confirmés. En Ituri, Bunia (1 072 cas cumulés au 11 août), Rwampara (800) et Nizi (502) dominent, pendant que le Nord-Kivu, le Haut-Uélé et la Tshopo maintiennent une progression constante, loin des épicentres mais sans signe de régression.",,4945,,2325,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,12-14 aout non publies (cadence SitRep); cas suspects et deces suspects non communiques (ND).,
ev_20260817_inrb_umie_update,2026-08-17,,drc_total,situation_update,5 105 confirmés : le seuil des 5 000 cas est franchi,"Le 16 août n'ayant pas été publié, le relevé du 17 marque le franchissement des 5 000 cas confirmés : 5 105 avérés et 2 420 décès confirmés. L'épidémie atteint ce palier quatre mois après les premiers signaux cliniques de Bunia. Ce seuil résulte d'une transmission qui n'a jamais vraiment fléchi, alimentée par une géographie complexe — foyers denses en Ituri, relais urbains au Nord-Kivu, extension vers la Tshopo — et une riposte contrainte par la sécurité, les déplacements de population et l'accès aux zones reculées.",,5105,,2420,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,16 aout non publie (cadence SitRep); CAP 5000 cas confirmes; cas suspects et deces suspects non communiques (ND).,
ev_20260819_inrb_umie_update,2026-08-19,,drc_total,situation_update,"5 290 confirmés, 2 516 décès au 19 août : environ 90 nouveaux cas par jour","Au 19 août, deux jours après le franchissement des 5 000 cas, le bilan s'élève à 5 290 cas confirmés et 2 516 décès avérés. Le 18 août n'a pas été publié. Chaque jour apporte en moyenne 90 nouveaux cas confirmés — un rythme supérieur à celui observé en juillet. Les zones du Haut-Uélé (Isiro, Wamba et leurs environs) voient leurs bilans progresser, étendant le périmètre de l'épidémie.",,5290,,2516,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,18 aout non publie (cadence SitRep); cas suspects et deces suspects non communiques (ND).,
ev_20260820_inrb_umie_update,2026-08-20,,drc_total,situation_update,"5 375 confirmés, 2 557 décès au 20 août : quatre mois d'épidémie sans inflexion","Avec 5 375 cas confirmés et 2 557 décès avérés au 20 août, la flambée confirme son intensité quatre mois après son démarrage. L'Ituri reste le cœur de l'épidémie — Bunia (1 254 cas cumulés), Rwampara (895), Mongbwalu (595), Nizi (580) —, mais la géographie élargie de la transmission — Nord-Kivu, Tshopo, Haut-Uélé — complique désormais la coordination de la riposte sur un territoire qui s'étend sur plusieurs milliers de kilomètres carrés.",,5375,,2557,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 20 août; cas suspects et deces suspects non communiques (ND).,
ev_20260822_inrb_umie_update,2026-08-22,,drc_total,situation_update,"5 514 confirmés, 2 642 décès au 22 août","Le 21 août n'ayant pas été publié, le relevé du 22 enregistre 5 514 cas confirmés et 2 642 décès avérés. En deux jours, la flambée a ajouté environ 140 cas et 85 décès confirmés. La zone de Katwa, au Nord-Kivu, dépasse désormais les 320 cas cumulés, en progression régulière depuis la mi-juin. Dans le Haut-Uélé, Isiro (60 cas au 20 août) et Wamba (58) illustrent l'extension vers l'ouest, dans des zones autrefois non touchées.",,5514,,2642,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,21 aout non publie (cadence SitRep); cas suspects et deces suspects non communiques (ND).,
ev_20260824_inrb_umie_update,2026-08-24,,drc_total,situation_update,"5 656 confirmés, 2 715 décès au 24 août : Katwa dépasse les 350 cas en Nord-Kivu","Le 23 août n'étant pas publié, le relevé du 24 porte à 5 656 cas confirmés et 2 715 décès avérés. Au Nord-Kivu, Katwa franchit les 350 cas cumulés, confirmant son rôle de relais urbain majeur de l'épidémie dans cette province. En Ituri, Nizi cumule environ 622 cas — plus de trois fois le total du Nord-Kivu au 15 juillet, qui était d'environ 199 cas —, témoignant de l'accélération persistante dans les zones périphériques.",,5656,,2715,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,23 aout non publie (cadence SitRep); cas suspects et deces suspects non communiques (ND).,
ev_20260825_inrb_umie_update,2026-08-25,,drc_total,situation_update,"5 713 confirmés, 2 755 décès au 25 août","Au 25 août, le bilan s'établit à 5 713 cas confirmés et 2 755 décès avérés. En Ituri, Mangala (188 cas cumulés au 20 août) et Bambu (126) continuent leur progression dans des zones forestières à l'accès difficile. Le rythme de l'épidémie s'établit à environ 70 à 80 nouveaux cas confirmés par jour sur la période récente, un niveau que la riposte peine à absorber dans un contexte de forte mobilité des populations et de contraintes sécuritaires persistantes.",,5713,,2755,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 25 août; cas suspects et deces suspects non communiques (ND).,
ev_20260826_inrb_umie_update,2026-08-26,,drc_total,situation_update,"5 794 confirmés, 2 786 décès au 26 août : six provinces actives","Avec 5 794 cas confirmés et 2 786 décès avérés au 26 août, la flambée n'a pas cessé de progresser depuis son identification au 15 mai. La ventilation par zone au 26 août montre que Katwa (368 cas) reste nettement devant Mangala (212), et confirme Katwa comme le foyer principal du Nord-Kivu. L'Ituri reste le moteur de la transmission, mais la géographie de l'épidémie englobe désormais au moins six provinces, depuis l'Ituri jusqu'à la Tshopo et au Haut-Uélé.",,5794,,2786,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,"Bilan national INRB-UMIE/INSP au 26 août; ventilation par zone au 26 aout (Katwa 368, Mangala 212), aucun chiffre du 28 aout; cas suspects et deces suspects non communiques (ND).",
ev_20260828_isiro_geo,2026-08-28,,isiro,situation_update,Isiro et Wamba : l'épidémie à plus de 250 km de Bunia,"Au 28 août, la zone d'Isiro — chef-lieu du Haut-Uélé, à environ 322 kilomètres à vol d'oiseau de Bunia — cumule 79 cas confirmés. Wamba, également dans le Haut-Uélé, à environ 259 kilomètres à vol d'oiseau de Bunia, en compte 76. Ces deux foyers, apparus après mi-juin, illustrent la capacité de la flambée à se propager sur de longues distances via les axes fluviaux et routiers du Grand-Est congolais. L'épidémie couvre désormais au moins six provinces, des rives du lac Albert à la bordure de la forêt équatoriale.",,,,,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,"Ventilation par zone de sante INRB-UMIE au 28 aout; Isiro 79 cas, Wamba 76 cas confirmes; ancre Isiro (chef-lieu du Haut-Uele). Renomme depuis ev_20260828_aru_geo : Aru n'est pas le lieu de cet event.",
ev_20260828_inrb_umie_update,2026-08-28,,drc_total,situation_update,"5 945 confirmés, 2 862 décès au 28 août : plus de 55 zones de santé actives","Le 27 août n'ayant pas été publié, le relevé du 28 enregistre 5 945 cas confirmés et 2 862 décès avérés. La ventilation par zone couvre plus de 55 zones de santé actives dans au moins six provinces : l'Ituri concentre encore plus de quatre cas sur cinq, soit environ 82,5 %, mais des foyers autonomes existent désormais à Katwa (377 cas), Butembo (160) et Musienene (75) au Nord-Kivu, et jusqu'à Isiro (79) et Wamba (76) dans le Haut-Uélé. L'épidémie entre dans son cinquième mois actif sans inflexion durable visible.",,5945,,2862,,,inrb_umie_2026_08_31_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,27 aout non publie (cadence SitRep); cas suspects et deces suspects non communiques (ND).,
ev_20260830_inrb_umie_update,2026-08-30,,drc_total,situation_update,"6 100 confirmés, 2 950 décès : le cap des 6 000 cas est franchi","Le 29 août ne faisant l'objet d'aucun rapport, le bilan du 30 porte à 6 100 le nombre de cas confirmés et à 2 950 celui des décès avérés à l'échelle nationale — 155 cas et 88 décès de plus qu'au 28 août. L'épidémie franchit ainsi le seuil des 6 000 cas confirmés, un peu plus de quatre mois après les premiers signaux dans l'Ituri. En Nord-Kivu, Katwa (390 cas), Butembo (165) et Beni (138) représentent ensemble plus de 690 cas dans cette province. En Ituri, Bunia (1 397 cas) et Rwampara (950) restent les deux zones de santé les plus touchées du pays.",,6100,,2950,,,inrb_umie_2026_09_02_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,"29 aout non publie (cadence SitRep); CAP 6000 cas confirmes; cas suspects et deces suspects non communiques (ND). Audit differentiel du 2026-09-05 : "cinq mois apres les premiers signaux" corrige en "un peu plus de quatre mois" (premier signal le 24 avril 2026, soit 4 mois et 6 jours).",
ev_20260830_katwa_geo,2026-08-30,,katwa,situation_update,"Katwa : 390 cas confirmés, première zone du Nord-Kivu","Au 30 août, Katwa cumule 390 cas confirmés — treize de plus qu'au 28 août. C'est la première zone de santé du Nord-Kivu, devant Butembo (165 cas) et Beni (138) : ces trois foyers totalisent à eux seuls plus de 690 cas, dans une province devenue la deuxième la plus touchée après l'Ituri et où les premiers cas remontent à la mi-mai. À environ 189 kilomètres à vol d'oiseau de Bunia, l'épicentre iturien, la province illustre la capacité de la flambée à se maintenir dans des zones urbaines et périurbaines densément peuplées.",,390,,,,,inrb_umie_2026_09_02_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,"Ventilation par zone de sante INRB-UMIE au 30 aout; Katwa 390 cas confirmes; ancre Katwa (Nord-Kivu, commune de Butembo). Audit differentiel du 2026-09-05 : "deuxieme foyer du Nord-Kivu" corrige (Katwa est la premiere zone de la province, coherent avec ev_20260720_katwa_geo); "le Nord-Kivu represente pres de 700 cas" corrige (693 est le total des trois zones citees, la province depasse 768 avec Musienene); "premieres contaminations de juin" corrige en mi-mai (ct_20260520 : Katwa 1, Butembo 1); "500 km de l epicentre iturien" corrige en environ 189 km a vol d oiseau, calcule depuis les coordonnees de places.csv.",
ev_20260831_inrb_umie_update,2026-08-31,,drc_total,situation_update,"6 186 confirmés, 3 007 décès au 31 août : Katwa dépasse les 400 cas au Nord-Kivu","Au 31 août, le bilan national s'établit à 6 186 cas confirmés et 3 007 décès avérés — 86 cas et 57 décès de plus qu'au 30 août. En Ituri, les quatre principales zones demeurent Bunia (1 407 cas), Rwampara (957), Nizi (664) et Mongbwalu (612). Au Nord-Kivu, Katwa franchit le seuil des 400 cas cumulés, accompagnée de Butembo (174 cas) et Beni (141) : la province concentre désormais plus de 720 cas dans ses trois principaux foyers. Dans le Haut-Uélé, Isiro (81 cas) et Wamba (78) progressent à plus de 250 kilomètres de l'épicentre iturien.",,6186,,3007,,,inrb_umie_2026_09_05_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 31 aout; cas suspects et deces suspects non communiques (ND).,
ev_20260831_butembo_geo,2026-08-31,,butembo,situation_update,Butembo à 174 cas : le Nord-Kivu entre dans une nouvelle phase,"Au 31 août, Butembo cumule 174 cas confirmés — 9 de plus qu'au 28 août. La commune voisine de Katwa en compte 404 et Beni 141 : les trois foyers du Nord-Kivu totalisent ensemble plus de 720 cas dans cette province frontalière du Sud-Kivu et de l'Ouganda. La progression de Butembo, qui comptait 160 cas il y a moins de deux semaines, reflète une dynamique de transmission active dans un pôle urbain densément peuplé, à forte mobilité de population et aux échanges économiques intenses avec l'Ituri.",,174,,,,,inrb_umie_2026_09_05_snapshot,official,high,provisional,2,secondary,clinical,regional_spread,active,"Ventilation par zone de sante INRB-UMIE au 31 aout; Butembo 174 cas confirmes, Katwa 404 cas confirmes; ancre Butembo (Nord-Kivu).",
ev_20260901_inrb_umie_update,2026-09-01,,drc_total,situation_update,"6 250 confirmés, 3 039 décès au 1er septembre","Au 1er septembre, le bilan national atteint 6 250 cas confirmés et 3 039 décès avérés — 64 cas et 32 décès de plus qu'au 31 août. La progression reste régulière et distribuée sur l'ensemble des foyers actifs. En Ituri, Bunia (1 413 cas) et Komanda (92, en hausse de 5) maintiennent un rythme soutenu. Au Nord-Kivu, Butembo (180 cas), Beni (146) et Katwa (408) poursuivent leur progression. Dans le Haut-Uélé, Isiro atteint 85 cas confirmés.",,6250,,3039,,,inrb_umie_2026_09_05_snapshot,official,high,provisional,1,secondary,clinical,response_breakdown,active,Bilan national INRB-UMIE/INSP au 1er septembre; cas suspects et deces suspects non communiques (ND).,
